ID,Delinquency_Status,Loan_Term,Borrower_Gender,Loan_Purpose,Home_Status,Age_Group,Credit_Score_Range,Income,Loan_Amount
2593,0,36 months,Male,House,Mortgage,20-25,300-500,84,20000
2594,1,36 months,Female,House,Mortgage,>25,>500,94,5000
2595,1,36 months,Female,House,Mortgage,>25,>500,86,10000
2596,1,36 months,Female,House,Rent,20-25,>500,71,10000
2597,1,36 months,Male,Car,Rent,20-25,>500,81,25000
2598,1,36 months,Female,Car,Rent,20-25,>500,42,20000
2599,0,36 months,Male,Car,Rent,20-25,300-500,45,5000
2600,0,60 months,Male,Car,Rent,>25,300-500,87,20000
2601,0,36 months,Male,Other,Rent,>25,>500,101,15000
2602,1,36 months,Male,Other,Own,20-25,>500,74,20000
2603,1,36 months,Male,Car,Mortgage,>25,>500,25,25000
2604,0,36 months,Male,House,Own,20-25,>500,54,20000
2605,1,36 months,Male,House,Rent,>25,300-500,41,10000
2606,1,36 months,Male,House,Mortgage,>25,300-500,62,5000
2607,0,36 months,Male,House,Rent,20-25,300-500,34,25000
2608,0,36 months,Male,Car,Mortgage,20-25,>500,105,15000
2609,1,36 months,Male,House,Mortgage,>25,>500,79,5000
2610,0,36 months,Female,Personal,Mortgage,>25,300-500,31,5000
2611,1,36 months,Female,Personal,Rent,20-25,>500,68,10000
2612,1,36 months,Female,House,Rent,>25,>500,61,10000
2613,1,36 months,Male,Medical,Mortgage,>25,>500,57,10000
2614,1,36 months,Female,House,Rent,>25,>500,101,25000
2615,1,36 months,Male,House,Rent,20-25,300-500,64,20000
2616,0,36 months,Male,House,Own,>25,>500,54,5000
2617,1,36 months,Male,House,Rent,20-25,300-500,49,20000
2618,1,36 months,Male,House,Mortgage,20-25,300-500,107,20000
2619,1,36 months,Male,Car,Mortgage,>25,>500,49,10000
2620,1,36 months,Male,House,Mortgage,>25,>500,97,20000
2621,1,36 months,Female,Personal,Mortgage,>25,300-500,25,5000
2622,1,36 months,Male,House,Mortgage,>25,300-500,86,5000
2623,0,36 months,Male,Other,Rent,>25,300-500,99,15000
2624,1,36 months,Female,House,Rent,>25,300-500,26,25000
2625,1,36 months,Male,Other,Rent,20-25,300-500,71,20000
2626,1,36 months,Male,House,Rent,20-25,>500,33,25000
2627,0,36 months,Male,Personal,Mortgage,20-25,>500,92,25000
2628,1,36 months,Female,House,Own,20-25,>500,34,25000
2629,0,36 months,Male,Other,Own,20-25,>500,40,25000
2630,1,36 months,Male,House,Rent,20-25,300-500,54,5000
2631,1,36 months,Male,Wedding,Rent,20-25,300-500,85,20000
2632,1,36 months,Male,Car,Rent,20-25,300-500,110,15000
2633,1,36 months,Male,House,Own,>25,300-500,21,25000
2634,1,36 months,Male,Car,Rent,>25,300-500,54,15000
2635,1,36 months,Male,Car,Rent,20-25,300-500,101,5000
2636,1,60 months,Male,House,Rent,20-25,300-500,97,5000
2637,1,36 months,Male,House,Rent,20-25,300-500,39,10000
2638,0,60 months,Female,House,Mortgage,>25,>500,101,25000
2639,1,36 months,Female,House,Rent,20-25,300-500,29,10000
2640,0,36 months,Female,House,Rent,20-25,300-500,44,15000
2641,0,36 months,Female,Car,Mortgage,>25,>500,85,20000
2642,0,36 months,Male,Other,Mortgage,20-25,>500,44,10000
2643,1,60 months,Female,House,Own,20-25,300-500,73,5000
2644,1,36 months,Male,Car,Own,>25,>500,52,25000
2645,0,36 months,Female,House,Rent,>25,300-500,55,15000
2646,1,36 months,Female,Car,Own,>25,300-500,114,5000
2647,1,36 months,Male,Wedding,Own,>25,300-500,33,20000
2648,1,36 months,Female,Personal,Rent,20-25,300-500,84,25000
2649,0,36 months,Female,House,Mortgage,20-25,>500,99,20000
2650,0,36 months,Male,House,Rent,20-25,>500,73,20000
2651,1,36 months,Female,Other,Rent,20-25,300-500,71,25000
2652,0,36 months,Male,House,Rent,>25,300-500,22,25000
2653,0,36 months,Female,Other,Mortgage,20-25,>500,118,20000
2654,1,36 months,Male,House,Mortgage,>25,>500,60,15000
2655,1,36 months,Male,Car,Mortgage,20-25,300-500,25,25000
2656,1,36 months,Female,House,Rent,>25,300-500,44,5000
2657,1,36 months,Female,House,Rent,20-25,>500,32,10000
2658,1,60 months,Female,House,Mortgage,>25,300-500,117,15000
2659,1,36 months,Male,Other,Rent,>25,>500,27,25000
2660,1,36 months,Male,House,Rent,20-25,300-500,40,25000
2661,0,36 months,Male,House,Rent,20-25,>500,117,15000
2662,1,36 months,Female,Car,Rent,20-25,>500,87,10000
2663,0,36 months,Male,House,Rent,20-25,>500,44,20000
2664,0,36 months,Male,Medical,Rent,>25,>500,98,5000
2665,1,36 months,Male,Car,Mortgage,>25,>500,87,25000
2666,1,36 months,Male,House,Mortgage,20-25,300-500,64,10000
2667,1,36 months,Female,House,Mortgage,>25,>500,79,5000
2668,0,36 months,Male,Personal,Rent,>25,300-500,31,15000
2669,0,36 months,Female,Car,Mortgage,>25,300-500,51,25000
2670,1,36 months,Female,House,Own,20-25,300-500,115,20000
2671,1,36 months,Female,House,Mortgage,20-25,>500,111,15000
2672,0,60 months,Male,House,Rent,>25,>500,32,25000
2673,1,36 months,Male,House,Mortgage,>25,300-500,50,10000
2674,1,36 months,Female,House,Rent,>25,300-500,97,5000
2675,0,36 months,Female,Car,Mortgage,20-25,300-500,39,5000
2676,1,36 months,Male,Car,Rent,>25,300-500,37,25000
2677,1,36 months,Female,Personal,Mortgage,20-25,300-500,112,15000
2678,0,36 months,Female,Wedding,Mortgage,20-25,>500,79,20000
2679,1,36 months,Female,House,Rent,>25,>500,82,10000
2680,1,36 months,Male,Other,Mortgage,>25,300-500,25,25000
2681,1,36 months,Female,House,Mortgage,>25,300-500,51,10000
2682,0,36 months,Male,Car,Mortgage,>25,300-500,112,5000
2683,1,36 months,Male,House,Own,>25,300-500,62,20000
2684,0,60 months,Female,Personal,Rent,20-25,>500,21,10000
2685,0,36 months,Female,Personal,Mortgage,>25,300-500,79,25000
2686,1,36 months,Female,House,Rent,>25,300-500,42,20000
2687,1,36 months,Male,House,Mortgage,20-25,300-500,102,15000
2688,1,36 months,Female,House,Mortgage,>25,300-500,50,25000
2689,0,36 months,Female,House,Rent,20-25,300-500,24,10000
2690,1,36 months,Male,Personal,Rent,>25,>500,102,20000
2691,1,36 months,Male,Car,Mortgage,20-25,300-500,53,25000
2692,1,36 months,Male,House,Mortgage,20-25,>500,29,20000
2693,1,36 months,Male,Medical,Rent,>25,>500,108,20000
2694,0,36 months,Male,House,Mortgage,>25,300-500,21,20000
2695,1,60 months,Female,Other,Rent,20-25,>500,30,10000
2696,1,36 months,Female,House,Mortgage,>25,>500,69,25000
2697,0,36 months,Male,Car,Rent,20-25,300-500,50,5000
2698,1,36 months,Male,House,Rent,20-25,>500,75,5000
2699,0,36 months,Male,Wedding,Rent,>25,>500,98,10000
2700,1,36 months,Male,House,Rent,20-25,300-500,92,10000
2701,1,36 months,Female,House,Rent,>25,>500,106,20000
2702,1,36 months,Male,Other,Rent,20-25,300-500,102,25000
2703,1,36 months,Male,House,Mortgage,20-25,300-500,28,25000
2704,1,36 months,Male,House,Rent,>25,>500,118,15000
2705,1,36 months,Female,Other,Mortgage,>25,>500,40,15000
2706,1,60 months,Female,House,Mortgage,>25,>500,92,5000
2707,1,36 months,Male,Car,Mortgage,20-25,>500,47,15000
2708,1,36 months,Female,Car,Mortgage,20-25,300-500,81,15000
2709,0,36 months,Female,House,Mortgage,>25,>500,26,5000
2710,1,36 months,Male,Medical,Rent,>25,>500,99,5000
2711,0,36 months,Female,House,Rent,20-25,300-500,35,15000
2712,1,60 months,Male,other,Rent,>25,>500,116,25000
2713,0,36 months,Male,Other,Mortgage,>25,300-500,23,15000
2714,1,36 months,Male,Wedding,Mortgage,>25,>500,23,20000
2715,1,36 months,Female,Car,Rent,>25,300-500,59,20000
2716,1,36 months,Female,House,Rent,>25,>500,36,20000
2717,0,36 months,Male,Car,Rent,20-25,300-500,71,10000
2718,1,36 months,Female,House,Mortgage,>25,>500,112,20000
2719,1,36 months,Female,House,Mortgage,20-25,>500,71,25000
2720,1,36 months,Male,Personal,Mortgage,20-25,300-500,55,10000
2721,1,36 months,Male,House,Rent,>25,>500,57,10000
2722,0,36 months,Female,Other,Rent,20-25,>500,69,20000
2723,0,36 months,Male,House,Rent,>25,300-500,82,15000
2724,1,36 months,Male,House,Mortgage,20-25,300-500,82,5000
2725,1,36 months,Male,House,Mortgage,>25,>500,81,15000
2726,1,60 months,Male,House,Mortgage,20-25,300-500,118,15000
2727,0,36 months,Male,Wedding,Mortgage,20-25,300-500,26,10000
2728,1,36 months,Female,House,Own,20-25,300-500,46,10000
2729,1,36 months,Male,House,Rent,>25,300-500,111,10000
2730,0,36 months,Male,Car,Rent,20-25,300-500,105,25000
2731,1,36 months,Male,House,Mortgage,20-25,300-500,33,25000
2732,1,36 months,Female,Car,Rent,>25,300-500,90,5000
2733,0,36 months,Female,Personal,Mortgage,>25,>500,105,10000
2734,1,36 months,Male,House,Mortgage,>25,300-500,24,20000
2735,1,36 months,Female,House,Rent,>25,>500,74,10000
2736,1,36 months,Female,House,Mortgage,20-25,300-500,21,25000
2737,1,36 months,Female,House,Rent,20-25,300-500,81,10000
2738,1,36 months,Male,House,Mortgage,20-25,>500,110,25000
2739,0,36 months,Male,Personal,Own,>25,300-500,40,10000
2740,1,36 months,Female,House,Mortgage,20-25,300-500,98,20000
2741,1,36 months,Female,House,Rent,20-25,>500,40,5000
2742,0,36 months,Female,Wedding,Mortgage,20-25,>500,29,20000
2743,1,36 months,Male,Car,Mortgage,>25,300-500,106,25000
2744,1,60 months,Female,Car,Rent,>25,300-500,77,15000
2745,0,36 months,Female,Personal,Rent,>25,>500,58,20000
2746,1,36 months,Male,House,Own,>25,300-500,24,10000
2747,0,36 months,Male,House,Rent,>25,>500,84,5000
2748,1,36 months,Male,Wedding,Mortgage,>25,>500,32,10000
2749,1,36 months,Male,House,Mortgage,>25,>500,104,10000
2750,1,36 months,Male,Car,Rent,>25,300-500,109,20000
2751,0,60 months,Female,House,Rent,20-25,300-500,104,5000
2752,1,36 months,Male,Wedding,Rent,>25,>500,72,15000
2753,1,36 months,Female,House,Rent,20-25,300-500,101,10000
2754,0,36 months,Female,House,Rent,>25,>500,64,5000
2755,1,36 months,Male,Personal,Rent,>25,300-500,51,15000
2756,1,36 months,Male,House,Own,20-25,300-500,55,10000
2757,1,36 months,Male,other,Rent,20-25,>500,100,5000
2758,1,36 months,Male,Car,Rent,>25,300-500,118,20000
2759,1,36 months,Male,House,Rent,20-25,>500,79,10000
2760,1,36 months,Female,House,Rent,20-25,>500,30,10000
2761,1,36 months,Male,House,Rent,20-25,300-500,82,5000
2762,0,36 months,Female,House,Mortgage,20-25,300-500,40,10000
2763,1,36 months,Male,House,Rent,>25,300-500,71,15000
2764,0,36 months,Male,Other,Mortgage,20-25,300-500,74,10000
2765,1,36 months,Male,Other,Rent,>25,300-500,45,25000
2766,1,36 months,Male,Car,Mortgage,20-25,300-500,87,15000
2767,1,36 months,Female,House,Rent,>25,>500,53,5000
2768,0,36 months,Male,House,Rent,>25,>500,71,15000
2769,1,36 months,Male,House,Rent,20-25,>500,101,25000
2770,1,36 months,Female,House,Own,>25,>500,118,25000
2771,1,36 months,Female,Car,Rent,20-25,300-500,112,10000
2772,1,36 months,Female,House,Rent,20-25,300-500,71,10000
2773,1,36 months,Female,Medical,Mortgage,>25,>500,48,20000
2774,0,36 months,Male,House,Mortgage,20-25,>500,57,15000
2775,0,36 months,Female,House,Mortgage,20-25,300-500,61,20000
2776,0,36 months,Female,House,Mortgage,20-25,300-500,40,25000
2777,1,36 months,Male,House,Mortgage,20-25,>500,61,10000
2778,1,36 months,Male,Car,Mortgage,>25,300-500,32,10000
2779,0,36 months,Female,House,Rent,>25,>500,83,10000
2780,1,36 months,Female,Personal,Rent,20-25,300-500,36,5000
2781,0,36 months,Male,House,Mortgage,20-25,>500,28,25000
2782,0,36 months,Female,House,Mortgage,20-25,>500,60,10000
2783,0,36 months,Male,House,Rent,>25,>500,20,25000
2784,1,36 months,Female,House,Rent,20-25,>500,21,10000
2785,0,36 months,Male,Personal,Mortgage,20-25,300-500,79,15000
2786,1,36 months,Male,House,Rent,20-25,300-500,67,25000
2787,1,36 months,Female,Wedding,Mortgage,20-25,300-500,48,20000
2788,1,36 months,Female,House,Mortgage,>25,>500,116,5000
2789,1,36 months,Female,Other,Mortgage,>25,>500,29,20000
2790,1,36 months,Female,House,Mortgage,20-25,300-500,77,25000
2791,1,60 months,Male,House,Mortgage,20-25,300-500,79,10000
2792,1,36 months,Female,Personal,Mortgage,20-25,300-500,40,25000
2793,1,36 months,Female,House,Mortgage,>25,300-500,47,5000
2794,0,36 months,Female,House,Mortgage,20-25,>500,94,25000
2795,1,36 months,Male,House,Mortgage,>25,300-500,53,10000
2796,1,60 months,Male,House,Rent,20-25,300-500,27,20000
2797,1,36 months,Male,Medical,Mortgage,20-25,>500,78,15000
2798,0,36 months,Female,House,Mortgage,20-25,>500,105,20000
2799,0,60 months,Female,House,Mortgage,>25,300-500,91,10000
2800,0,36 months,Female,Personal,Rent,20-25,300-500,68,10000
2801,1,60 months,Female,Medical,Rent,>25,300-500,98,5000
2802,1,36 months,Female,House,Mortgage,20-25,>500,36,25000
2803,0,36 months,Male,House,Rent,>25,>500,79,25000
2804,1,36 months,Female,House,Rent,>25,>500,106,20000
2805,1,36 months,Female,Wedding,Rent,>25,>500,107,15000
2806,0,36 months,Male,Wedding,Mortgage,>25,>500,64,15000
2807,1,36 months,Male,House,Own,>25,300-500,102,5000
2808,1,36 months,Female,Car,Mortgage,>25,300-500,88,10000
2809,1,36 months,Female,House,Rent,>25,>500,51,5000
2810,0,36 months,Male,House,Mortgage,20-25,>500,63,25000
2811,1,36 months,Female,House,Rent,20-25,300-500,84,10000
2812,1,36 months,Female,Car,Rent,20-25,300-500,106,5000
2813,1,36 months,Female,House,Own,20-25,300-500,27,20000
2814,1,36 months,Female,House,Mortgage,>25,300-500,96,25000
2815,0,36 months,Female,House,Rent,>25,300-500,91,15000
2816,0,36 months,Male,House,Rent,>25,300-500,106,5000
2817,1,36 months,Male,House,Rent,20-25,300-500,62,25000
2818,1,36 months,Male,Medical,Rent,20-25,>500,20,25000
2819,1,36 months,Female,House,Rent,>25,300-500,70,15000
2820,1,36 months,Female,Medical,Rent,>25,300-500,43,15000
2821,1,36 months,Female,House,Rent,20-25,300-500,118,15000
2822,1,36 months,Male,House,Rent,>25,>500,43,5000
2823,1,36 months,Female,House,Mortgage,>25,300-500,36,15000
2824,0,36 months,Female,House,Mortgage,20-25,300-500,24,20000
2825,1,36 months,Female,House,Rent,20-25,300-500,39,25000
2826,0,36 months,Male,other,Rent,20-25,300-500,40,15000
2827,1,36 months,Male,Car,Own,20-25,300-500,77,25000
2828,1,36 months,Male,Personal,Mortgage,20-25,300-500,50,10000
2829,1,36 months,Male,House,Mortgage,20-25,>500,119,10000
2830,0,36 months,Male,Personal,Rent,20-25,300-500,30,15000
2831,1,60 months,Female,House,Mortgage,>25,>500,71,25000
2832,0,36 months,Male,Medical,Rent,20-25,>500,34,10000
2833,0,36 months,Male,House,Mortgage,20-25,300-500,102,15000
2834,1,36 months,Male,House,Rent,>25,>500,26,25000
2835,1,36 months,Male,House,Rent,20-25,>500,47,15000
2836,1,36 months,Female,House,Mortgage,20-25,>500,70,25000
2837,1,36 months,Female,Car,Mortgage,>25,300-500,77,10000
2838,0,60 months,Male,House,Rent,>25,300-500,24,15000
2839,1,36 months,Male,House,Mortgage,20-25,300-500,24,10000
2840,0,36 months,Male,House,Mortgage,>25,300-500,113,15000
2841,1,36 months,Female,Personal,Mortgage,20-25,>500,115,5000
2842,1,36 months,Male,House,Mortgage,>25,>500,27,10000
2843,1,36 months,Female,House,Rent,>25,300-500,83,10000
2844,1,60 months,Female,House,Rent,>25,>500,29,20000
2845,1,36 months,Female,Car,Mortgage,20-25,300-500,57,10000
2846,0,36 months,Female,House,Rent,>25,>500,115,25000
2847,1,36 months,Male,Other,Mortgage,>25,300-500,111,15000
2848,0,36 months,Male,House,Rent,20-25,300-500,100,5000
2849,0,36 months,Female,Car,Rent,20-25,300-500,114,25000
2850,0,36 months,Male,House,Rent,>25,>500,27,25000
2851,0,36 months,Female,House,Mortgage,20-25,>500,44,25000
2852,1,36 months,Female,House,Mortgage,20-25,300-500,92,25000
2853,1,36 months,Female,House,Mortgage,20-25,300-500,85,5000
2854,1,36 months,Male,Car,Mortgage,>25,300-500,98,20000
2855,1,36 months,Female,House,Mortgage,>25,>500,69,10000
2856,1,60 months,Female,House,Mortgage,>25,300-500,86,25000
2857,1,36 months,Male,House,Rent,>25,>500,68,10000
2858,0,36 months,Male,House,Mortgage,>25,>500,55,10000
2859,1,36 months,Female,House,Rent,20-25,>500,87,25000
2860,0,36 months,Male,House,Mortgage,>25,300-500,97,20000
2861,1,36 months,Male,Car,Rent,>25,>500,60,10000
2862,0,36 months,Male,House,Rent,20-25,300-500,108,15000
2863,0,36 months,Female,Car,Rent,20-25,>500,81,10000
2864,1,36 months,Male,House,Mortgage,20-25,300-500,29,25000
2865,1,36 months,Male,House,Rent,>25,300-500,40,5000
2866,1,36 months,Female,Medical,Rent,20-25,>500,55,10000
2867,1,36 months,Female,Car,Own,>25,300-500,31,20000
2868,1,36 months,Male,Car,Mortgage,>25,300-500,110,15000
2869,0,36 months,Female,House,Mortgage,>25,>500,21,15000
2870,1,36 months,Female,House,Rent,>25,>500,32,5000
2871,1,36 months,Male,Car,Mortgage,>25,300-500,72,5000
2872,1,36 months,Male,Car,Rent,20-25,300-500,51,10000
2873,1,36 months,Male,Personal,Mortgage,20-25,>500,114,25000
2874,1,36 months,Female,House,Rent,20-25,>500,35,20000
2875,1,36 months,Female,Personal,Mortgage,>25,300-500,51,15000
2876,1,36 months,Male,Car,Own,>25,300-500,51,5000
2877,1,36 months,Male,Other,Mortgage,>25,300-500,117,20000
2878,1,36 months,Male,Personal,Mortgage,20-25,>500,30,25000
2879,0,36 months,Male,Car,Mortgage,>25,>500,29,15000
2880,0,36 months,Female,Other,Rent,20-25,300-500,34,15000
2881,1,60 months,Female,Car,Rent,>25,300-500,36,25000
2882,1,36 months,Male,House,Mortgage,20-25,300-500,59,15000
2883,0,36 months,Male,Medical,Mortgage,>25,300-500,37,25000
2884,1,36 months,Male,Car,Mortgage,20-25,>500,74,15000
2885,0,60 months,Female,House,Rent,20-25,300-500,92,10000
2886,1,36 months,Female,House,Rent,>25,>500,44,25000
2887,1,36 months,Male,House,Mortgage,>25,>500,78,20000
2888,0,36 months,Male,Car,Rent,20-25,300-500,97,10000
2889,1,36 months,Male,Personal,Rent,20-25,>500,108,20000
2890,1,36 months,Female,House,Rent,20-25,300-500,41,15000
2891,0,36 months,Female,Car,Rent,20-25,300-500,49,20000
2892,1,36 months,Female,Car,Rent,>25,>500,103,10000
2893,0,36 months,Male,Other,Rent,20-25,300-500,104,25000
2894,1,36 months,Male,Medical,Mortgage,>25,>500,63,5000
2895,1,60 months,Female,House,Mortgage,>25,300-500,51,20000
2896,0,60 months,Female,House,Own,20-25,>500,70,5000
2897,1,36 months,Female,House,Mortgage,20-25,>500,65,20000
2898,1,36 months,Female,House,Rent,20-25,300-500,40,20000
2899,1,36 months,Female,other,Mortgage,20-25,300-500,118,25000
2900,1,36 months,Female,House,Rent,20-25,300-500,51,15000
2901,0,36 months,Female,Other,Own,20-25,300-500,113,10000
2902,1,36 months,Female,House,Rent,>25,>500,58,10000
2903,1,60 months,Male,House,Rent,>25,300-500,31,10000
2904,1,36 months,Male,House,Rent,>25,300-500,66,15000
2905,0,36 months,Male,House,Own,20-25,>500,37,5000
2906,1,36 months,Male,House,Mortgage,>25,300-500,40,10000
2907,1,36 months,Male,House,Mortgage,20-25,>500,32,5000
2908,1,36 months,Male,Car,Mortgage,20-25,>500,40,15000
2909,1,36 months,Male,House,Mortgage,>25,300-500,27,15000
2910,1,36 months,Male,House,Rent,20-25,>500,65,25000
2911,1,36 months,Male,House,Mortgage,>25,300-500,26,10000
2912,1,36 months,Male,House,Rent,>25,>500,42,25000
2913,0,36 months,Male,Other,Mortgage,20-25,>500,115,10000
2914,1,36 months,Male,Personal,Own,20-25,300-500,94,15000
2915,1,60 months,Female,Car,Rent,20-25,>500,105,15000
2916,1,36 months,Male,House,Rent,>25,300-500,41,20000
2917,0,60 months,Female,House,Own,>25,300-500,108,20000
2918,1,36 months,Male,Other,Mortgage,>25,300-500,41,15000
2919,1,36 months,Male,Wedding,Rent,20-25,>500,111,15000
2920,1,36 months,Male,House,Mortgage,20-25,300-500,48,5000
2921,0,36 months,Male,Car,Rent,20-25,>500,32,5000
2922,1,36 months,Male,House,Rent,20-25,>500,101,25000
2923,1,36 months,Male,House,Rent,>25,300-500,21,20000
2924,0,60 months,Male,Personal,Mortgage,>25,300-500,48,20000
2925,1,36 months,Male,Medical,Mortgage,>25,>500,104,15000
2926,0,36 months,Female,House,Rent,>25,>500,98,15000
2927,1,36 months,Male,Car,Rent,>25,300-500,71,25000
2928,0,36 months,Female,House,Mortgage,20-25,300-500,46,20000
2929,0,60 months,Male,House,Rent,20-25,300-500,69,5000
2930,1,36 months,Male,House,Rent,>25,300-500,114,10000
2931,0,36 months,Male,House,Mortgage,20-25,>500,98,25000
2932,0,36 months,Male,House,Own,20-25,>500,42,10000
2933,1,36 months,Male,House,Rent,20-25,300-500,107,5000
2934,1,36 months,Male,Car,Rent,>25,300-500,63,5000
2935,0,36 months,Male,House,Rent,20-25,>500,96,10000
2936,0,36 months,Female,House,Mortgage,20-25,>500,41,25000
2937,1,36 months,Female,Medical,Rent,>25,>500,62,10000
2938,0,60 months,Male,Car,Rent,20-25,300-500,56,25000
2939,0,36 months,Male,House,Rent,>25,300-500,80,25000
2940,1,60 months,Female,House,Rent,20-25,>500,116,15000
2941,1,36 months,Female,Other,Rent,>25,300-500,75,20000
2942,1,36 months,Female,Car,Rent,>25,>500,22,20000
2943,1,36 months,Male,other,Rent,20-25,300-500,82,5000
2944,1,36 months,Female,Medical,Rent,20-25,>500,38,15000
2945,1,36 months,Male,House,Mortgage,>25,>500,42,20000
2946,1,36 months,Male,House,Mortgage,>25,300-500,48,25000
2947,0,36 months,Female,Personal,Mortgage,20-25,300-500,49,25000
2948,0,60 months,Male,Medical,Mortgage,>25,300-500,58,10000
2949,1,36 months,Male,Car,Rent,20-25,300-500,44,10000
2950,1,36 months,Male,Personal,Mortgage,>25,300-500,27,25000
